Time,Axis1,Axis2,Axis3,VM,Active
947047800,0,0,0,0,FALSE
947047860,0,0,0,0,FALSE
947047920,0,0,0,0,FALSE
947047980,0,0,0,0,FALSE
947048040,0,0,0,0,FALSE
947048100,0,0,0,0,FALSE
947048160,0,0,0,0,FALSE
947048220,0,0,0,0,FALSE
947048280,0,0,0,0,FALSE
947048340,0,0,0,0,FALSE
947048400,0,0,0,0,FALSE
947048460,0,0,0,0,FALSE
947048520,0,0,0,0,FALSE
947048580,0,0,0,0,FALSE
947048640,0,0,0,0,FALSE
947048700,0,0,0,0,FALSE
947048760,0,0,0,0,FALSE
947048820,0,0,0,0,FALSE
947048880,0,0,0,0,FALSE
947048940,0,0,0,0,FALSE
947049000,0,0,0,0,FALSE
947049060,0,0,0,0,FALSE
947049120,0,0,0,0,FALSE
947049180,0,0,0,0,FALSE
947049240,0,0,0,0,FALSE
947049300,0,0,0,0,FALSE
947049360,0,0,0,0,FALSE
947049420,0,0,0,0,FALSE
947049480,0,0,0,0,FALSE
947049540,0,0,0,0,FALSE
947049600,0,0,0,0,FALSE
947049660,0,0,0,0,FALSE
947049720,0,0,0,0,FALSE
947049780,0,0,0,0,FALSE
947049840,0,0,0,0,FALSE
947049900,0,0,0,0,FALSE
947049960,0,0,0,0,FALSE
947050020,0,0,0,0,FALSE
947050080,0,0,0,0,FALSE
947050140,0,0,0,0,FALSE
947050200,0,0,0,0,FALSE
947050260,0,0,0,0,FALSE
947050320,0,0,0,0,FALSE
947050380,0,0,0,0,FALSE
947050440,0,0,0,0,FALSE
947050500,0,0,0,0,FALSE
947050560,0,0,0,0,FALSE
947050620,0,0,0,0,FALSE
947050680,0,0,0,0,FALSE
947050740,0,0,0,0,FALSE
947050800,0,0,0,0,FALSE
947050860,0,0,0,0,FALSE
947050920,0,0,0,0,FALSE
947050980,0,0,0,0,FALSE
947051040,0,0,0,0,FALSE
947051100,0,0,0,0,FALSE
947051160,0,0,0,0,FALSE
947051220,0,0,0,0,FALSE
947051280,0,0,0,0,FALSE
947051340,0,0,0,0,FALSE
947051400,0,0,0,0,FALSE
947051460,0,0,0,0,FALSE
947051520,0,0,0,0,FALSE
947051580,0,0,0,0,FALSE
947051640,0,0,0,0,FALSE
947051700,0,0,0,0,FALSE
947051760,0,0,0,0,FALSE
947051820,0,0,0,0,FALSE
947051880,0,0,0,0,FALSE
947051940,0,0,0,0,FALSE
947052000,0,0,0,0,FALSE
947052060,0,0,0,0,FALSE
947052120,0,0,0,0,FALSE
947052180,0,0,0,0,FALSE
947052240,0,0,0,0,FALSE
947052300,0,0,0,0,FALSE
947052360,0,0,0,0,FALSE
947052420,0,0,0,0,FALSE
947052480,0,0,0,0,FALSE
947052540,0,0,0,0,FALSE
947052600,0,0,0,0,FALSE
947052660,0,0,0,0,FALSE
947052720,0,0,0,0,FALSE
947052780,0,0,0,0,FALSE
947052840,0,0,0,0,FALSE
947052900,0,0,0,0,FALSE
947052960,0,0,0,0,FALSE
947053020,0,0,0,0,FALSE
947053080,0,0,0,0,FALSE
947053140,0,0,0,0,FALSE
947053200,0,0,0,0,FALSE
947053260,0,0,0,0,FALSE
947053320,0,0,0,0,FALSE
947053380,0,0,0,0,FALSE
947053440,0,0,0,0,FALSE
947053500,0,0,0,0,FALSE
947053560,0,0,0,0,FALSE
947053620,0,0,0,0,FALSE
947053680,0,0,0,0,FALSE
947053740,0,0,0,0,FALSE
947053800,0,0,0,0,FALSE
947053860,0,0,0,0,FALSE
947053920,0,0,0,0,FALSE
947053980,0,0,0,0,FALSE
947054040,0,0,0,0,FALSE
947054100,0,0,0,0,FALSE
947054160,0,0,0,0,FALSE
947054220,0,0,0,0,FALSE
947054280,0,0,0,0,FALSE
947054340,0,0,0,0,FALSE
947054400,0,0,0,0,FALSE
947054460,0,0,0,0,FALSE
947054520,0,0,0,0,FALSE
947054580,0,0,0,0,FALSE
947054640,0,0,0,0,FALSE
947054700,0,0,0,0,FALSE
947054760,0,0,0,0,FALSE
947054820,0,0,0,0,FALSE
947054880,0,0,0,0,FALSE
947054940,0,0,0,0,FALSE
947055000,0,0,0,0,FALSE
947055060,0,0,0,0,FALSE
947055120,0,0,0,0,FALSE
947055180,0,0,0,0,FALSE
947055240,0,0,0,0,FALSE
947055300,0,0,0,0,FALSE
947055360,0,0,0,0,FALSE
947055420,0,0,0,0,FALSE
947055480,0,0,0,0,FALSE
947055540,0,0,0,0,FALSE
947055600,0,0,0,0,FALSE
947055660,0,0,0,0,FALSE
947055720,0,0,0,0,FALSE
947055780,0,0,0,0,FALSE
947055840,0,0,0,0,FALSE
947055900,0,0,0,0,FALSE
947055960,0,0,0,0,FALSE
947056020,0,0,0,0,FALSE
947056080,0,0,0,0,FALSE
947056140,0,0,0,0,FALSE
947056200,0,0,0,0,FALSE
947056260,0,0,0,0,FALSE
947056320,0,0,0,0,FALSE
947056380,0,0,0,0,FALSE
947056440,0,0,0,0,FALSE
947056500,0,0,0,0,FALSE
947056560,0,0,0,0,FALSE
947056620,0,0,0,0,FALSE
947056680,0,0,0,0,FALSE
947056740,0,0,0,0,FALSE
947056800,0,0,0,0,FALSE
947056860,0,0,0,0,FALSE
947056920,0,0,0,0,FALSE
947056980,0,0,0,0,FALSE
947057040,0,0,0,0,FALSE
947057100,0,0,0,0,FALSE
947057160,0,0,0,0,FALSE
947057220,0,0,0,0,FALSE
947057280,0,0,0,0,FALSE
947057340,0,0,0,0,FALSE
947057400,0,0,0,0,FALSE
947057460,0,0,0,0,FALSE
947057520,0,0,0,0,FALSE
947057580,0,0,0,0,FALSE
947057640,0,0,0,0,FALSE
947057700,0,0,0,0,FALSE
947057760,0,0,0,0,FALSE
947057820,0,0,0,0,FALSE
947057880,0,0,0,0,FALSE
947057940,0,0,0,0,FALSE
947058000,447,658,237,830,TRUE
947058060,90,31,28,99,TRUE
947058120,0,0,0,0,FALSE
947058180,873,1279,2331,2798,TRUE
947058240,3581,3468,5019,7074,TRUE
947058300,3134,3279,4022,6062,TRUE
947058360,1984,2301,3912,4953,TRUE
947058420,3383,4149,4547,7024,TRUE
947058480,3806,3822,4578,7075,TRUE
947058540,3896,3920,5201,7589,TRUE
947058600,4454,4667,4409,7814,TRUE
947058660,2426,2910,2102,4333,TRUE
947058720,2412,2737,1939,4131,TRUE
947058780,1625,1214,1035,2277,TRUE
947058840,2012,1855,1297,3028,TRUE
947058900,1308,2143,1351,2851,TRUE
947058960,1030,1391,1291,2159,TRUE
947059020,580,2048,1065,2380,TRUE
947059080,1411,1932,1159,2658,TRUE
947059140,358,1411,747,1636,TRUE
947059200,1168,2397,2570,3703,TRUE
947059260,660,1314,388,1521,TRUE
947059320,1024,1560,1065,2149,TRUE
947059380,269,1465,636,1620,TRUE
947059440,729,1490,790,1837,TRUE
947059500,751,1523,580,1794,TRUE
947059560,662,949,636,1320,TRUE
947059620,563,1136,818,1509,TRUE
947059680,577,898,463,1163,TRUE
947059740,728,990,522,1335,TRUE
947059800,740,1883,735,2153,TRUE
947059860,857,1491,647,1837,TRUE
947059920,1233,2426,1687,3202,TRUE
947059980,1749,2946,1994,3964,TRUE
947060040,2978,4186,3192,6048,TRUE
947060100,1668,1804,1574,2918,TRUE
947060160,1192,1827,2226,3117,TRUE
947060220,1747,2945,1939,3935,TRUE
947060280,322,248,281,494,TRUE
947060340,930,1622,672,1987,TRUE
947060400,15,78,319,329,TRUE
947060460,18,211,185,281,TRUE
947060520,0,64,9,65,TRUE
947060580,270,256,1040,1105,TRUE
947060640,0,0,0,0,FALSE
947060700,0,0,0,0,FALSE
947060760,0,0,0,0,FALSE
947060820,0,0,0,0,FALSE
947060880,0,0,0,0,FALSE
947060940,9,0,120,120,TRUE
947061000,329,255,303,515,TRUE
947061060,0,0,2,2,FALSE
947061120,0,0,20,20,TRUE
947061180,0,12,21,24,TRUE
947061240,363,132,200,435,TRUE
947061300,1068,1829,1809,2785,TRUE
947061360,469,1511,2580,3026,TRUE
947061420,923,2007,2090,3041,TRUE
947061480,2571,1965,3663,4888,TRUE
947061540,1784,2146,2091,3487,TRUE
947061600,1447,1365,2750,3394,TRUE
947061660,1629,1774,3926,4606,TRUE
947061720,1711,2277,2566,3834,TRUE
947061780,156,328,5,363,TRUE
947061840,139,349,335,503,TRUE
947061900,41,23,161,168,TRUE
947061960,0,0,0,0,FALSE
947062020,0,0,40,40,TRUE
947062080,0,0,0,0,FALSE
947062140,0,0,0,0,FALSE
947062200,705,1263,1424,2030,TRUE
947062260,1286,1376,1440,2371,TRUE
947062320,0,6,6,8,FALSE
947062380,0,0,0,0,FALSE
947062440,0,0,0,0,FALSE
947062500,0,0,0,0,FALSE
947062560,0,0,0,0,FALSE
947062620,0,0,0,0,FALSE
947062680,0,32,0,32,TRUE
947062740,0,35,0,35,TRUE
947062800,0,0,0,0,FALSE
947062860,0,0,0,0,FALSE
947062920,541,955,1018,1497,TRUE
947062980,2538,2466,2748,4480,TRUE
947063040,84,67,145,180,TRUE
947063100,0,0,0,0,FALSE
947063160,0,13,0,13,TRUE
947063220,837,1228,1366,2019,TRUE
947063280,3927,4056,3387,6584,TRUE
947063340,1602,2415,1169,3125,TRUE
947063400,2337,2749,1626,3958,TRUE
947063460,1707,1720,1608,2908,TRUE
947063520,1401,2581,1391,3249,TRUE
947063580,678,1536,896,1903,TRUE
947063640,1948,3914,1620,4662,TRUE
947063700,3552,6309,3531,8055,TRUE
947063760,2694,3813,3219,5671,TRUE
947063820,2643,2981,2413,4658,TRUE
947063880,340,459,430,715,TRUE
947063940,2902,5706,3965,7530,TRUE
947064000,1570,3643,2911,4920,TRUE
947064060,202,1230,1010,1604,TRUE
947064120,1877,4286,1956,5071,TRUE
947064180,2675,4073,2528,5490,TRUE
947064240,2550,2305,3056,4599,TRUE
947064300,1218,1605,1603,2575,TRUE
947064360,1189,1657,1880,2774,TRUE
947064420,2266,1950,3065,4282,TRUE
947064480,3662,2419,3351,5522,TRUE
947064540,2192,2518,2170,3982,TRUE
947064600,4227,3508,5045,7458,TRUE
947064660,1538,2345,2608,3830,TRUE
947064720,1233,2719,4198,5151,TRUE
947064780,2480,3821,4392,6328,TRUE
947064840,2357,3438,1910,4585,TRUE
947064900,2019,2375,3069,4374,TRUE
947064960,1367,1838,2364,3292,TRUE
947065020,815,2608,1179,2976,TRUE
947065080,1099,1131,904,1818,TRUE
947065140,1233,1858,1150,2509,TRUE
947065200,2576,3777,2605,5262,TRUE
947065260,1394,2731,1821,3566,TRUE
947065320,1008,1601,1504,2417,TRUE
947065380,2560,2647,1417,3946,TRUE
947065440,3011,2768,3139,5156,TRUE
947065500,1771,1632,1810,3013,TRUE
947065560,2976,3383,3191,5521,TRUE
947065620,870,1086,575,1506,TRUE
947065680,2761,3858,3313,5786,TRUE
947065740,2910,3472,3527,5741,TRUE
947065800,2446,4097,2989,5630,TRUE
947065860,1553,1054,877,2072,TRUE
947065920,2602,3024,2239,4575,TRUE
947065980,2276,2041,1844,3570,TRUE
947066040,1072,1642,1647,2561,TRUE
947066100,2647,2944,3292,5149,TRUE
947066160,1881,3040,1879,4039,TRUE
947066220,2577,3317,1844,4587,TRUE
947066280,3305,3983,2707,5841,TRUE
947066340,3225,3154,3161,5508,TRUE
947066400,799,863,1013,1552,TRUE
947066460,1407,1804,1982,3027,TRUE
947066520,1442,1590,1757,2774,TRUE
947066580,1960,3113,2194,4283,TRUE
947066640,1622,2141,2012,3356,TRUE
947066700,2152,1259,1134,2739,TRUE
947066760,2356,3200,2846,4888,TRUE
947066820,2878,2809,3931,5624,TRUE
947066880,2036,2218,2186,3721,TRUE
947066940,2793,1831,1917,3851,TRUE
947067000,2213,1417,2183,3416,TRUE
947067060,3862,4102,4772,7383,TRUE
947067120,1973,1916,2373,3632,TRUE
947067180,3566,3250,4222,6411,TRUE
947067240,3522,3334,3545,6007,TRUE
947067300,2864,2382,3293,4972,TRUE
947067360,2325,3196,2914,4910,TRUE
947067420,2882,2118,2510,4369,TRUE
947067480,2994,2925,3581,5508,TRUE
947067540,1744,2640,1432,3473,TRUE
947067600,741,1221,604,1551,TRUE
947067660,406,748,271,893,TRUE
947067720,638,1460,763,1767,TRUE
947067780,2439,3443,2971,5160,TRUE
947067840,1822,2135,3360,4378,TRUE
947067900,3505,2186,3428,5368,TRUE
947067960,2445,2070,3575,4800,TRUE
947068020,83,610,998,1173,TRUE
947068080,3548,3396,4256,6499,TRUE
947068140,940,1283,2683,3119,TRUE
947068200,1397,1754,2298,3211,TRUE
947068260,933,1523,1369,2250,TRUE
947068320,151,527,353,652,TRUE
947068380,1330,1474,2334,3064,TRUE
947068440,1426,752,2380,2875,TRUE
947068500,1453,1488,2820,3504,TRUE
947068560,1036,1700,2486,3185,TRUE
947068620,663,1078,1139,1703,TRUE
947068680,333,449,540,777,TRUE
947068740,512,655,1110,1387,TRUE
947068800,1165,2209,3029,3926,TRUE
947068860,359,850,375,996,TRUE
947068920,141,398,624,753,TRUE
947068980,373,892,1596,1866,TRUE
947069040,551,1204,2023,2418,TRUE
947069100,444,739,749,1142,TRUE
947069160,259,707,473,889,TRUE
947069220,259,293,138,415,TRUE
947069280,868,864,1809,2185,TRUE
947069340,641,764,2024,2256,TRUE
947069400,474,592,432,873,TRUE
947069460,66,333,99,354,TRUE
947069520,0,6,0,6,FALSE
947069580,749,1229,936,1717,TRUE
947069640,2169,1927,2229,3659,TRUE
947069700,1441,1209,2477,3110,TRUE
947069760,1377,1546,1105,2347,TRUE
947069820,748,822,2453,2693,TRUE
947069880,624,311,484,849,TRUE
947069940,243,458,165,544,TRUE
947070000,270,496,542,783,TRUE
947070060,1448,1333,1369,2397,TRUE
947070120,201,111,285,366,TRUE
947070180,448,349,755,945,TRUE
947070240,996,620,518,1282,TRUE
947070300,642,680,955,1337,TRUE
947070360,106,238,205,332,TRUE
947070420,764,552,935,1328,TRUE
947070480,2398,1857,3494,4627,TRUE
947070540,1378,1254,3063,3585,TRUE
947070600,383,267,471,663,TRUE
947070660,595,637,2253,2416,TRUE
947070720,360,633,1844,1983,TRUE
947070780,1091,1586,1335,2343,TRUE
947070840,1070,605,574,1357,TRUE
947070900,847,613,596,1203,TRUE
947070960,502,622,579,987,TRUE
947071020,735,468,542,1026,TRUE
947071080,670,833,1011,1471,TRUE
947071140,103,249,148,307,TRUE
947071200,416,381,286,632,TRUE
947071260,236,232,187,380,TRUE
947071320,1333,1518,775,2164,TRUE
947071380,2366,1803,3003,4227,TRUE
947071440,1838,1934,3312,4253,TRUE
947071500,1352,1503,2480,3200,TRUE
947071560,326,225,278,484,TRUE
947071620,592,820,298,1054,TRUE
947071680,781,627,591,1163,TRUE
947071740,783,777,732,1324,TRUE
947071800,452,646,1613,1795,TRUE
947071860,1278,1534,2773,3417,TRUE
947071920,1473,1613,2504,3323,TRUE
947071980,1854,1509,2397,3385,TRUE
947072040,704,742,924,1378,TRUE
947072100,865,1162,2060,2518,TRUE
947072160,830,941,2079,2428,TRUE
947072220,1660,1665,2284,3278,TRUE
947072280,1204,1631,1596,2580,TRUE
947072340,1656,1355,2592,3361,TRUE
947072400,1713,2761,3040,4450,TRUE
947072460,1759,2484,2272,3798,TRUE
947072520,2992,3380,1769,4848,TRUE
947072580,1201,1933,2031,3050,TRUE
947072640,1548,2359,2008,3463,TRUE
947072700,1270,2112,1914,3120,TRUE
947072760,642,1516,708,1792,TRUE
947072820,314,467,400,690,TRUE
947072880,346,944,475,1112,TRUE
947072940,885,1726,1192,2277,TRUE
947073000,1184,1289,1454,2275,TRUE
947073060,469,747,473,1001,TRUE
947073120,1077,1206,891,1846,TRUE
947073180,938,1083,1161,1844,TRUE
947073240,496,707,641,1076,TRUE
947073300,523,704,1104,1410,TRUE
947073360,1035,1122,1022,1837,TRUE
947073420,696,1548,1088,2016,TRUE
947073480,951,813,1174,1716,TRUE
947073540,827,1067,1345,1906,TRUE
947073600,769,1141,882,1634,TRUE
947073660,3695,3794,2505,5859,TRUE
947073720,3775,2851,4095,6257,TRUE
947073780,1249,897,1993,2517,TRUE
947073840,1063,696,1673,2101,TRUE
947073900,1292,1174,981,2002,TRUE
947073960,1221,892,1338,2019,TRUE
947074020,664,505,650,1058,TRUE
947074080,2077,1932,679,2917,TRUE
947074140,2067,1322,1419,2834,TRUE
947074200,1938,1257,1484,2746,TRUE
947074260,3180,3907,2913,5819,TRUE
947074320,1730,1604,2045,3122,TRUE
947074380,530,953,1752,2064,TRUE
947074440,829,834,831,1440,TRUE
947074500,2599,2049,3693,4959,TRUE
947074560,3217,2876,4192,6016,TRUE
947074620,3939,3679,3440,6394,TRUE
947074680,2695,5312,2634,6513,TRUE
947074740,424,645,332,840,TRUE
947074800,835,673,714,1288,TRUE
947074860,1043,1869,1084,2399,TRUE
947074920,1623,2797,1514,3571,TRUE
947074980,3563,4513,2965,6469,TRUE
947075040,2294,2129,3088,4397,TRUE
947075100,2766,2256,3352,4897,TRUE
947075160,1474,1276,1984,2782,TRUE
947075220,1146,1139,1968,2546,TRUE
947075280,569,185,616,859,TRUE
947075340,1432,2238,3711,4564,TRUE
947075400,1359,885,2926,3345,TRUE
947075460,2067,3197,6350,7404,TRUE
947075520,2185,1817,3394,4427,TRUE
947075580,1588,756,1444,2276,TRUE
947075640,99,571,680,893,TRUE
947075700,1715,1451,2179,3130,TRUE
947075760,2477,1738,2439,3887,TRUE
947075820,2406,1602,3195,4309,TRUE
947075880,3286,2837,4102,5973,TRUE
947075940,3341,4173,3277,6270,TRUE
947076000,1170,1472,1146,2202,TRUE
947076060,820,1704,968,2124,TRUE
947076120,942,1738,1061,2244,TRUE
947076180,665,1576,1699,2411,TRUE
947076240,593,1603,1168,2070,TRUE
947076300,1230,1577,1108,2286,TRUE
947076360,1616,2505,1679,3421,TRUE
947076420,475,926,306,1085,TRUE
947076480,353,475,227,634,TRUE
947076540,171,211,331,428,TRUE
947076600,915,1371,752,1812,TRUE
947076660,547,1235,647,1498,TRUE
947076720,2050,1935,1918,3410,TRUE
947076780,4559,3799,4363,7366,TRUE
947076840,1268,1506,2960,3555,TRUE
947076900,2102,1996,5077,5846,TRUE
947076960,1319,2197,3452,4299,TRUE
947077020,2131,1845,2923,4061,TRUE
947077080,2580,2183,4162,5361,TRUE
947077140,2091,2468,4003,5147,TRUE
947077200,2994,2932,3037,5175,TRUE
947077260,1330,2606,1155,3145,TRUE
947077320,1450,2349,2409,3664,TRUE
947077380,2276,2818,2288,4284,TRUE
947077440,3385,3455,3272,5840,TRUE
947077500,2735,2276,3212,4793,TRUE
947077560,642,1524,2824,3273,TRUE
947077620,870,2343,3021,3921,TRUE
947077680,3085,2904,4320,6051,TRUE
947077740,2904,2915,4536,6124,TRUE
947077800,2797,3202,2536,4950,TRUE
947077860,2347,1735,1878,3471,TRUE
947077920,135,373,466,612,TRUE
947077980,1895,1651,1367,2861,TRUE
947078040,2363,2167,2691,4186,TRUE
947078100,1874,2871,1987,3963,TRUE
947078160,3566,3346,3280,5888,TRUE
947078220,2818,2703,3296,5110,TRUE
947078280,765,2408,2661,3669,TRUE
947078340,490,1403,1079,1837,TRUE
947078400,692,1720,1398,2322,TRUE
947078460,1351,2846,1959,3710,TRUE
947078520,574,1429,900,1784,TRUE
947078580,1183,865,840,1689,TRUE
947078640,106,148,247,307,TRUE
947078700,0,8,22,23,TRUE
947078760,337,769,531,993,TRUE
947078820,244,367,408,601,TRUE
947078880,79,317,64,333,TRUE
947078940,0,26,32,41,TRUE
947079000,590,899,457,1168,TRUE
947079060,0,0,0,0,FALSE
947079120,0,0,0,0,FALSE
947079180,0,0,0,0,FALSE
947079240,0,0,0,0,FALSE
947079300,0,0,0,0,FALSE
947079360,0,0,0,0,FALSE
947079420,190,512,204,583,TRUE
947079480,2885,2603,1451,4148,TRUE
947079540,94,223,123,271,TRUE
947079600,0,0,0,0,FALSE
947079660,0,0,0,0,FALSE
947079720,0,0,0,0,FALSE
947079780,188,237,132,330,TRUE
947079840,233,82,64,255,TRUE
947079900,246,269,39,367,TRUE
947079960,0,0,0,0,FALSE
947080020,0,0,0,0,FALSE
947080080,108,235,6,259,TRUE
947080140,48,55,0,73,TRUE
947080200,0,0,0,0,FALSE
947080260,0,0,0,0,FALSE
947080320,0,0,0,0,FALSE
947080380,0,11,0,11,TRUE
947080440,0,0,0,0,FALSE
947080500,334,518,72,621,TRUE
947080560,2924,3092,1561,4533,TRUE
947080620,915,1252,490,1626,TRUE
947080680,441,630,240,806,TRUE
947080740,0,0,0,0,FALSE
947080800,287,149,7,323,TRUE
947080860,74,54,9,92,TRUE
947080920,187,208,11,280,TRUE
947080980,0,48,0,48,TRUE
947081040,0,0,0,0,FALSE
947081100,731,618,294,1001,TRUE
947081160,0,15,2,15,TRUE
947081220,270,239,17,361,TRUE
947081280,116,170,38,209,TRUE
947081340,146,50,43,160,TRUE
947081400,342,481,160,611,TRUE
947081460,721,668,468,1089,TRUE
947081520,1030,1129,451,1593,TRUE
947081580,534,771,523,1074,TRUE
947081640,0,0,0,0,FALSE
947081700,0,0,0,0,FALSE
947081760,0,6,0,6,FALSE
947081820,0,0,0,0,FALSE
947081880,0,0,0,0,FALSE
947081940,311,447,81,551,TRUE
947082000,544,339,305,710,TRUE
947082060,1186,1717,1850,2789,TRUE
947082120,483,894,1057,1466,TRUE
947082180,31,9,204,207,TRUE
947082240,767,1200,1287,1920,TRUE
947082300,12,68,49,85,TRUE
947082360,0,0,0,0,FALSE
947082420,42,70,31,87,TRUE
947082480,0,0,0,0,FALSE
947082540,0,0,0,0,FALSE
947082600,4,49,15,51,TRUE
947082660,0,0,0,0,FALSE
947082720,130,324,321,474,TRUE
947082780,3080,2463,3093,5012,TRUE
947082840,5456,5075,5151,9058,TRUE
947082900,3133,2978,3855,5792,TRUE
947082960,2908,2473,2278,4445,TRUE
947083020,2145,2571,2552,4210,TRUE
947083080,1430,1645,1418,2600,TRUE
947083140,2677,3057,2039,4546,TRUE
947083200,1388,1532,1272,2427,TRUE
947083260,4260,5698,4327,8327,TRUE
947083320,2156,2623,2798,4400,TRUE
947083380,1540,1486,1565,2651,TRUE
947083440,23,54,106,121,TRUE
947083500,209,783,649,1038,TRUE
947083560,15,100,147,178,TRUE
947083620,0,0,21,21,TRUE
947083680,0,0,91,91,TRUE
947083740,415,1078,961,1503,TRUE
947083800,421,1676,1663,2398,TRUE
947083860,1869,2201,1616,3309,TRUE
947083920,5048,4335,4623,8102,TRUE
947083980,2954,2900,3721,5566,TRUE
947084040,648,1697,1406,2297,TRUE
947084100,796,1537,1232,2125,TRUE
947084160,3080,2680,3159,5162,TRUE
947084220,3990,3457,4036,6645,TRUE
947084280,3513,2849,2920,5384,TRUE
947084340,1931,2433,2475,3972,TRUE
947084400,999,872,1534,2028,TRUE
947084460,4064,3190,4418,6798,TRUE
947084520,3830,3373,4454,6774,TRUE
947084580,3252,2879,4242,6071,TRUE
947084640,3041,3584,3989,6165,TRUE
947084700,4197,3745,3663,6712,TRUE
947084760,4088,3198,4517,6881,TRUE
947084820,2789,3466,2004,4879,TRUE
947084880,1535,1966,1100,2726,TRUE
947084940,1749,1962,1361,2960,TRUE
947085000,1936,2125,1998,3501,TRUE
947085060,1905,1652,1708,3046,TRUE
947085120,1097,803,847,1602,TRUE
947085180,2338,2440,1798,3828,TRUE
947085240,2794,3020,2824,4990,TRUE
947085300,2211,1799,2517,3803,TRUE
947085360,1396,1698,1749,2809,TRUE
947085420,1123,1793,1893,2839,TRUE
947085480,1182,1129,1552,2254,TRUE
947085540,1666,1875,1736,3050,TRUE
947085600,1995,1290,1019,2585,TRUE
947085660,756,669,476,1116,TRUE
947085720,1468,1493,1105,2368,TRUE
947085780,357,415,209,586,TRUE
947085840,935,1500,1766,2499,TRUE
947085900,1727,2320,1989,3510,TRUE
947085960,3370,3963,4150,6655,TRUE
947086020,2491,2581,3136,4765,TRUE
947086080,886,1668,1608,2481,TRUE
947086140,378,825,462,1018,TRUE
947086200,821,983,801,1511,TRUE
947086260,821,692,725,1296,TRUE
947086320,514,530,647,982,TRUE
947086380,1218,1351,644,1930,TRUE
947086440,964,1294,893,1844,TRUE
947086500,375,544,360,752,TRUE
947086560,1282,1158,1027,2010,TRUE
947086620,804,1558,950,1994,TRUE
947086680,442,1061,985,1514,TRUE
947086740,560,728,444,1020,TRUE
947086800,1784,2033,1860,3283,TRUE
947086860,1192,2044,1140,2626,TRUE
947086920,1330,2347,1455,3065,TRUE
947086980,2473,3778,1769,4850,TRUE
947087040,3372,3992,3670,6386,TRUE
947087100,2972,2820,3077,5124,TRUE
947087160,2337,2235,3300,4620,TRUE
947087220,3520,3541,3504,6100,TRUE
947087280,3874,2787,4187,6349,TRUE
947087340,2465,2135,3255,4608,TRUE
947087400,1410,1728,1989,2988,TRUE
947087460,1212,1271,998,2020,TRUE
947087520,1806,1436,2358,3299,TRUE
947087580,1206,1349,2313,2937,TRUE
947087640,2121,1887,3263,4325,TRUE
947087700,1569,572,1892,2524,TRUE
947087760,2501,2380,2864,4486,TRUE
947087820,2641,2854,3001,4912,TRUE
947087880,3330,5281,4034,7433,TRUE
947087940,1898,3341,1341,4070,TRUE
